Occurred,City,State_x,Country,Shape,Summary,Link,Lat,Lng
2012-01-05 05:53:00,Mexico City,Ciudad de México,Mexico,Light,1 White Light that Looked Like Moving Star. 2nd White Light Same but disappeared a few seconds later.,https://nuforc.org/sighting/?id=86035,19.4333,-99.1333
2011-06-21 18:00:00,Mexico City,Ciudad de México,Mexico,Disk,"I was lying on the ground looking out the window at the sky and was listening to my iPod , suddenly I started hearing static on it and",https://nuforc.org/sighting/?id=80955,19.4333,-99.1333
2011-04-20 20:00:00,Mexico City,Ciudad de México,Mexico,Unknown,Boomerang shaped UFO noticed in viral youtube video clip.  ((NUFORC Note:  Possible bird in hovering flight??  PD)),https://nuforc.org/sighting/?id=80611,19.4333,-99.1333
2009-04-10 11:00:00,Mexico City,Ciudad de México,Mexico,Sphere,The object was clearly flying over the Pyramids in Mexico City,https://nuforc.org/sighting/?id=69510,19.4333,-99.1333
2008-12-21 11:30:00,Mexico City,Ciudad de México,Mexico,Sphere,Sphere with clear halo seen in Mexico City,https://nuforc.org/sighting/?id=67555,19.4333,-99.1333
2008-01-09 22:00:00,Mexico City,Ciudad de México,Mexico,Light,SHOOTING STAR TURNS OUT TO BE SOMETHING ELSE,https://nuforc.org/sighting/?id=60700,19.4333,-99.1333
2008-01-06 02:10:00,Mexico City,Ciudad de México,Mexico,Sphere,An orange sphere traveling from east to west at an incredible speed,https://nuforc.org/sighting/?id=60644,19.4333,-99.1333
2007-10-21 04:00:00,Mexico City,Ciudad de México,Mexico,Changing,"Triangular craft sighted in Mexico City, October 2007.",https://nuforc.org/sighting/?id=58579,19.4333,-99.1333
2007-09-01 18:30:00,Mexico City,Ciudad de México,Mexico,Other,Unfamiliar vessel spotted from airplane nearing Gulf of Mexico.,https://nuforc.org/sighting/?id=57222,19.4333,-99.1333
2007-06-20 21:50:00,Mexico City,Ciudad de México,Mexico,Orb,two bright white orbs  come from northwest heading southwest no  sound.  ((NUFORC Note:  Space Shuttle w/ ISS??  PD)),https://nuforc.org/sighting/?id=57150,19.4333,-99.1333
2006-12-06 00:00:00,Mexico City,Ciudad de México,Mexico,Disk,An object in Tepeyac Temple,https://nuforc.org/sighting/?id=53471,19.4333,-99.1333
2005-05-07 21:00:00,Mexico City,Ciudad de México,Mexico,Light,Red lights in the sky.,https://nuforc.org/sighting/?id=69039,19.4333,-99.1333
2005-04-23 17:00:00,Mexico City,Ciudad de México,Mexico,Disk,Four unidentifiable objects in a photograph that I took in Mexico City.,https://nuforc.org/sighting/?id=42955,19.4333,-99.1333
2004-09-05 13:00:00,Mexico City,Ciudad de México,Mexico,Unknown,"hey did anyone see that thing on CNN about a single ufo in Mexico? I dont remember the time that it happened or even what month it was,",https://nuforc.org/sighting/?id=38537,19.4333,-99.1333
2004-07-25 22:00:00,Mexico City,Ciudad de México,Mexico,Sphere,fast moving object across bay,https://nuforc.org/sighting/?id=44439,19.4333,-99.1333
2004-07-04 22:00:00,Mexico City,Ciudad de México,Mexico,Sphere,fast moving object across bay,https://nuforc.org/sighting/?id=38945,19.4333,-99.1333
2004-05-05 00:00:00,Mexico City,Ciudad de México,Mexico,Unknown,Article in the Globe and Mail,https://nuforc.org/sighting/?id=36564,19.4333,-99.1333
2004-05-04 20:48:00,Mexico City,Ciudad de México,Mexico,Oval,"Saucer shaped object over Mexico City on May 4, 2004",https://nuforc.org/sighting/?id=36455,19.4333,-99.1333
2004-03-05 23:00:00,Mexico City,Ciudad de México,Mexico,Disk,UFO's over Mexico City,https://nuforc.org/sighting/?id=36844,19.4333,-99.1333
2004-03-05 20:25:00,Mexico City,Ciudad de México,Mexico,Light,Tue May 11 09:25pm on Video from the AP news.Check out sbcYahoo for video under this date.Mexican Air Force pilots filmed 11 unidentifi,https://nuforc.org/sighting/?id=36866,19.4333,-99.1333
2004-03-05 17:00:00,Mexico City,Ciudad de México,Mexico,Unknown,Mexico Air Force video creates UFO stir,https://nuforc.org/sighting/?id=36868,19.4333,-99.1333
2004-03-05 00:00:00,Mexico City,Ciudad de México,Mexico,Light,11 UFO's sighted in Mexican capital by airforce pilots visible only via infared cameras.,https://nuforc.org/sighting/?id=35188,19.4333,-99.1333
2004-03-05 00:00:00,Mexico City,Ciudad de México,Mexico,Unknown,UFO's over mexico,https://nuforc.org/sighting/?id=35169,19.4333,-99.1333
2003-03-21 00:23:00,Mexico City,Ciudad de México,Mexico,Triangle,ufo's at sea above the pacific ocean,https://nuforc.org/sighting/?id=26823,19.4333,-99.1333
2002-11-23 21:09:00,Mexico City,Ciudad de México,Mexico,Unknown,"Soundless flashing object crosses sky in 5 seconds, ENE to WSW",https://nuforc.org/sighting/?id=41934,19.4333,-99.1333
2002-11-15 07:30:00,Mexico City,Ciudad de México,Mexico,Egg,UFOs at Mexico City.,https://nuforc.org/sighting/?id=24841,19.4333,-99.1333
2002-05-12 17:00:00,Mexico City,Ciudad de México,Mexico,Circle,Dark circle flying opossite the wind!!,https://nuforc.org/sighting/?id=22526,19.4333,-99.1333
2000-06-15 14:00:00,Mexico City,Ciudad de México,Mexico,Sphere,static silver sphere,https://nuforc.org/sighting/?id=12815,19.4333,-99.1333
1999-04-15 02:30:00,Mexico City,Ciudad de México,Mexico,Sphere,I woke up with a sensation of dehydration and sweat and drank a glass of water feeling a need to open the windows curtain and I saw an,https://nuforc.org/sighting/?id=5555,19.4333,-99.1333
1988-06-30 23:00:00,Mexico City,Ciudad de México,Mexico,Disk,WE WERE COMMERCIAL NET FISHING SWORDFISH ABOUT 80 MILES INTO MEXICO ABOUT 120 MILES OF SHORE JUST SOUTH OF SAN DEIGO  THE NET IS A MILE,https://nuforc.org/sighting/?id=98043,19.4333,-99.1333
1984-08-15 22:30:00,Mexico City,Ciudad de México,Mexico,Light,8/15/84    22:30    intense white light with two spheres        10 minutes     Object rises over desert accompanied by two spheres .,https://nuforc.org/sighting/?id=7737,19.4333,-99.1333
2021-11-21 19:00:00,Ciudad Madero,Tamaulipas,Mexico,Unknown,cluster of about 18 lights,https://nuforc.org/sighting/?id=165524,22.25,-97.8333
2021-05-28 04:00:00,San Nicolas de los Garza,Nuevo León,Mexico,Light,"A light appearing in the sea, splitting into few lights and going in and out of the water, no sound",https://nuforc.org/sighting/?id=178537,25.75,-100.2833
2020-12-04 16:00:00,Puerto Morelos,Quintana Roo,Mexico,Sphere,saw 2 translucent/white objects moving quickly in sky,https://nuforc.org/sighting/?id=161061,20.8536,-86.8753
2020-09-30 19:25:00,Salinas Victoria,Nuevo León,Mexico,Other,"An object in the shape of a crescent moon was observed at high altitude and speed, white as moonlight, with the circular part towards t",https://nuforc.org/sighting/?id=159626,25.9667,-100.3
2016-12-25 00:15:00,Salinas Victoria,Nuevo León,Mexico,Sphere,Orange light and star-like flashes in Salinas Victoria Nuevo Leon Mexico.,https://nuforc.org/sighting/?id=131885,25.9667,-100.3
2020-04-23 21:30:00,Nuevo San Juan Parangaricutiro,Michoacán,Mexico,Other,"I saw a kind of star moving from left to the right with a tail of mini stars, it flay to the sky and disappeared. Maybe a meteorite or",https://nuforc.org/sighting/?id=155720,19.4,-102.1333
2020-02-01 00:30:00,Progreso,Yucatán,Mexico,Light,"Moving lights over Progresso, Yucatan Mexico.  Multiple whitnesses",https://nuforc.org/sighting/?id=153029,21.2828,-89.6636
2020-02-01 00:30:00,Progreso,Yucatán,Mexico,Light,"Moving lights over Progresso, Yucatan Mexico.  Multiple whitnesses",https://nuforc.org/sighting/?id=153029,32.5842,-115.5842
2010-04-19 01:30:00,Progreso,Yucatán,Mexico,Triangle,2 large spacecrafts emitting 12+ spherical objects with incredible speed and agility.,https://nuforc.org/sighting/?id=74903,21.2828,-89.6636
2010-04-19 01:30:00,Progreso,Yucatán,Mexico,Triangle,2 large spacecrafts emitting 12+ spherical objects with incredible speed and agility.,https://nuforc.org/sighting/?id=74903,32.5842,-115.5842
2010-01-08 18:45:00,Progreso,Yucatán,Mexico,Unknown,I was in the back yard next to the pool.  I live close to the ocean in a lonely place.  Sky was clear after a lot of rayni days.  I was,https://nuforc.org/sighting/?id=73955,21.2828,-89.6636
2010-01-08 18:45:00,Progreso,Yucatán,Mexico,Unknown,I was in the back yard next to the pool.  I live close to the ocean in a lonely place.  Sky was clear after a lot of rayni days.  I was,https://nuforc.org/sighting/?id=73955,32.5842,-115.5842
2001-01-01 00:01:00,Progreso,Yucatán,Mexico,Fireball,2001 New Years Sighting,https://nuforc.org/sighting/?id=16387,21.2828,-89.6636
2001-01-01 00:01:00,Progreso,Yucatán,Mexico,Fireball,2001 New Years Sighting,https://nuforc.org/sighting/?id=16387,32.5842,-115.5842
2019-08-30 22:00:00,Puerto Penasco,Sonora,Mexico,Sphere,"V-Shaped & Sphere Crafts observed in Rocky Point, Mexico",https://nuforc.org/sighting/?id=148676,31.3167,-113.5369
2019-05-26 19:30:00,Puerto Penasco,Sonora,Mexico,Light,On the beach SE of Puerto Penasco (Rocky Point).  Noticed a string of lights numbering 20+ moving.  ((NUFORC Note:  Satellites.  PD)),https://nuforc.org/sighting/?id=146389,31.3167,-113.5369
2002-03-31 21:00:00,Puerto Penasco,Sonora,Mexico,Circle,"camping on the beach looking at what we thought was a shooting star and it was falling from the sky over the ocean only it stopped, it",https://nuforc.org/sighting/?id=22716,31.3167,-113.5369
2002-03-31 21:00:00,Puerto Penasco,Sonora,Mexico,Circle,"I wrote to you about the sighting my family had over the ocean on March 31, 2002, in Puerto Penasco , Mexico  aka Rocky Point... you as",https://nuforc.org/sighting/?id=22413,31.3167,-113.5369
2002-03-13 18:30:00,Puerto Penasco,Sonora,Mexico,Light,very bright light with huge triangular vapor trail emitting from the bottom of the light source,https://nuforc.org/sighting/?id=20957,31.3167,-113.5369
2019-05-26 21:00:00,Uruapan,Michoacán,Mexico,Fireball,"Uruapan, Michoacan Mexico a Ex-Agent from the Mexican Secret Service was contactated by the local authorities to help in the investigat",https://nuforc.org/sighting/?id=146429,19.4208,-102.0628
2018-08-29 20:19:00,Ensenada,Baja California,Mexico,Light,Multi-witness sighting of multiple nearly static glowing objects in the night sky at the Pacific coastline on 08-29-2018.,https://nuforc.org/sighting/?id=142923,31.8578,-116.6058
2016-07-10 19:00:00,Ensenada,Baja California,Mexico,Orb,Flashing light then sphere comes close floats in the air at pretty close range then disappears like a dimming light 6 people there.,https://nuforc.org/sighting/?id=128496,31.8578,-116.6058
2015-07-24 23:00:00,Ensenada,Baja California,Mexico,Light,A green light or craft that hovered for about one minute and then shot straight up into the sky.  Have pictures.,https://nuforc.org/sighting/?id=120643,31.8578,-116.6058
2014-07-22 12:45:00,Ensenada,Baja California,Mexico,Flash,"First, I'd like to explain why I put ""N/A"" for number of witnesses.  My family and I were on vacation in Ensenada, Mexico.",https://nuforc.org/sighting/?id=111960,31.8578,-116.6058
2014-03-13 04:00:00,Ensenada,Baja California,Mexico,Light,"Static light over the city, it was lowering and raising its brightness intensity.  ((NUFORC Note:  Possible sighting of Venus?  PD))",https://nuforc.org/sighting/?id=107630,31.8578,-116.6058
2009-04-03 11:20:00,Ensenada,Baja California,Mexico,Circle,"Walking along some hills east of Ensenada, Mexico with friends we saw three metalic balls at the top of a hill. At first we thought the",https://nuforc.org/sighting/?id=69331,31.8578,-116.6058
2007-01-01 17:45:00,Ensenada,Baja California,Mexico,Triangle,Trianglular mute lightened craft.,https://nuforc.org/sighting/?id=54267,31.8578,-116.6058
1994-06-01 21:30:00,Ensenada,Baja California,Mexico,Light,"while scanning the stars,I was drawn to a perfect circle of stars or lights high in the sky. while exclaiming to my friend that this fo",https://nuforc.org/sighting/?id=58860,31.8578,-116.6058
1989-11-17 07:30:00,Ensenada,Baja California,Mexico,Disk,A circular shaped craft  emiting three amber rays under it slowly hovering silently over the houses of the neighborhood .,https://nuforc.org/sighting/?id=46984,31.8578,-116.6058
2018-08-27 11:00:00,Guanajuato,Guanajuato,Mexico,Diamond,"Estaba en un parque eran aproximadamente las cuatro de la mañana venia de una fiesta volteamos nos sorprendió ver una nave ,muchos dic",https://nuforc.org/sighting/?id=143012,21.0178,-101.2567
2018-01-25 18:30:00,Chilpancingo,Guerrero,Mexico,Sphere,UFO Spherical Very Bright (Semi-transparent) like a planet NO Aircraft or Naval Bases in the vicinity.,https://nuforc.org/sighting/?id=138618,17.55,-99.5
2017-11-13 05:40:00,Ixtapaluca,México,Mexico,Flash,"Después de llevar a mi hermana a tomar su transporte para ir al trabajo volví a mi casa en mi moto, posteriormente baje de ella para ab",https://nuforc.org/sighting/?id=137236,19.3186,-98.8822
2017-08-15 16:00:00,Etzatlan,Jalisco,Mexico,Rectangle,"Single glowing object observed sometime in late afternoon. As I recall, it was not moving. Took a picture. When enlarged it is rectangu",https://nuforc.org/sighting/?id=135844,20.7667,-104.1333
2016-07-27 03:33:00,Puebla,Puebla,Mexico,Other,Big objects almost rectangular.,https://nuforc.org/sighting/?id=128886,19.0333,-98.1833
1993-01-15 01:00:00,Puebla,Puebla,Mexico,Circle,After seeing this U.F.O i have become more open minded.,https://nuforc.org/sighting/?id=90192,19.0333,-98.1833
2016-01-03 03:25:00,Playa del Carmen,Quintana Roo,Mexico,Disk,Bright dish with strong lights hovering over Cozumel Island.,https://nuforc.org/sighting/?id=125110,20.6281,-87.0755
2015-03-09 21:00:00,Playa del Carmen,Quintana Roo,Mexico,Triangle,It was absolute in its deisgn and movement-purpose. My daughter and I will never forget that evening!,https://nuforc.org/sighting/?id=117876,20.6281,-87.0755
2014-03-18 19:30:00,Playa del Carmen,Quintana Roo,Mexico,Other,3 bird like crafts seen at night.,https://nuforc.org/sighting/?id=107855,20.6281,-87.0755
2011-11-24 22:00:00,Playa del Carmen,Quintana Roo,Mexico,Light,"Three sets of three red-coral neon lights in line, ""following"" one another, from mainland crossing to Cozumel island, in México",https://nuforc.org/sighting/?id=84998,20.6281,-87.0755
2008-04-09 23:30:00,Playa del Carmen,Quintana Roo,Mexico,Circle,"ufo seen in playa del carmen, mexico",https://nuforc.org/sighting/?id=77431,20.6281,-87.0755
2005-04-29 23:30:00,Playa del Carmen,Quintana Roo,Mexico,Light,Lighted UFO  following shores of Play Car towards Cancun and making tight circle,https://nuforc.org/sighting/?id=43679,20.6281,-87.0755
2015-12-20 22:00:00,Ciudad Sabinas Hidalgo,Nuevo León,Mexico,Circle,I saw a big red circle along wih my family members there had been reports of them on the news in monterrey mexico and this one was kind,https://nuforc.org/sighting/?id=129305,26.5,-100.1833
2007-11-16 19:49:00,Ciudad Sabinas Hidalgo,Nuevo León,Mexico,Other,"Object in the form of ""number 3 (3), with a faint light reddish white in each of its three ends traveling with uniform speed to the sou",https://nuforc.org/sighting/?id=119342,26.5,-100.1833
2015-07-29 13:30:00,Buena Vista Tomatlan,Michoacán,Mexico,Disk,Silver disc object over Mexican airspace,https://nuforc.org/sighting/?id=120708,19.2102,-102.5869
2015-07-02 00:30:00,Campeche,Campeche,Mexico,Fireball,4 orange stripes in the sky.,https://nuforc.org/sighting/?id=119955,19.85,-90.5306
2014-02-20 20:00:00,Queretaro,Querétaro,Mexico,Oval,"Very smooth, arched flight path.",https://nuforc.org/sighting/?id=106684,20.5875,-100.3928
2010-10-23 18:00:00,Queretaro,Querétaro,Mexico,Unknown,"published in a local diary ""diario de queretaro"", it says many people have seen UFO's in my city, The date of the newspaper is 10/25/20",https://nuforc.org/sighting/?id=76839,20.5875,-100.3928
2013-03-14 09:09:00,Guadalajara,Jalisco,Mexico,Diamond,Black Pyramidal UFO hovering over a Guadalajara Mexico,https://nuforc.org/sighting/?id=96557,20.6767,-103.3475
2008-03-08 13:45:00,Guadalajara,Jalisco,Mexico,Other,"amorphous, floating balloon-like object in the sky",https://nuforc.org/sighting/?id=61600,20.6767,-103.3475
2006-12-16 21:00:00,Guadalajara,Jalisco,Mexico,Disk,5 huge ufos along the highway make the vehicles shake,https://nuforc.org/sighting/?id=53757,20.6767,-103.3475
1998-11-15 12:00:00,Guadalajara,Jalisco,Mexico,Cylinder,empese a oir boses que me ablavan voltie asia riva y los vi unos silindricos esfericos unos que parecian cerpientes y tome varias fotos,https://nuforc.org/sighting/?id=4301,20.6767,-103.3475
1984-02-16 23:00:00,Guadalajara,Jalisco,Mexico,Formation,it happend while on a road to guadalajara jalisco mexico my 3 brothers ans sister are witnesses of seeing 5 objects flying very high in,https://nuforc.org/sighting/?id=18807,20.6767,-103.3475
2013-03-01 23:00:00,Tepic,Nayarit,Mexico,Light,Three orange lights moving and hovering in Mexico.,https://nuforc.org/sighting/?id=96250,21.5083,-104.8931
2013-02-07 10:30:00,San Carlos Yautepec,Oaxaca,Mexico,Oval,"On the beach in Mexico I saw a flat oval shaped bright shiny UFO high in the sky which hovered, turned and disappeard after 90 seconds.",https://nuforc.org/sighting/?id=95937,16.5,-96.1
2006-10-18 19:00:00,San Carlos Yautepec,Oaxaca,Mexico,Triangle,"Triangle UFO in San Carlos Mexico Oct 18,06",https://nuforc.org/sighting/?id=52127,16.5,-96.1
2012-02-09 19:50:00,Puerto Escondido,Oaxaca,Mexico,Sphere,"A sphere, changing from orange to white, passed over my home at around 7:30-7:40 tonight. There was no sound, but it was traveling at a",https://nuforc.org/sighting/?id=86885,15.8619,-97.0672
2009-01-01 00:25:00,Puerto Escondido,Oaxaca,Mexico,Sphere,Multiple Orange & Red Spheres Over Southern Mexico,https://nuforc.org/sighting/?id=67569,15.8619,-97.0672
2008-01-01 00:45:00,Puerto Escondido,Oaxaca,Mexico,Sphere,Orange shpere over southern Mexico,https://nuforc.org/sighting/?id=60452,15.8619,-97.0672
2011-09-05 04:00:00,Santiago Juxtlahuaca,Oaxaca,Mexico,Oval,flying flourescent lighted object that change directions fast.,https://nuforc.org/sighting/?id=84260,17.3333,-98.0167
2011-08-15 20:15:00,Torreon,Coahuila,Mexico,Cigar,2 cigar like objects,https://nuforc.org/sighting/?id=81872,25.5419,-103.4083
2011-03-26 09:35:00,Punta Prieta,Baja California,Mexico,Formation,Punta Mita Mexico. 8 inverted wing shape lights criss crossing each other.Appeared  like white lit birds in the dark sky,https://nuforc.org/sighting/?id=80521,28.9289,-114.1556
2011-03-09 03:00:00,San Luis Potosi,San Luis Potosí,Mexico,Other,Strange silent object hovering over my daughters bed,https://nuforc.org/sighting/?id=98709,22.1511,-100.9761
2006-01-01 11:00:00,San Luis Potosi,San Luis Potosí,Mexico,Unknown,UFO'S in san luise mexico.,https://nuforc.org/sighting/?id=49295,22.1511,-100.9761
2005-12-31 21:30:00,San Luis Potosi,San Luis Potosí,Mexico,Sphere,The red  glowing spheres in Mexico were first seen flying as a triangle and then went into a straight line.,https://nuforc.org/sighting/?id=79397,22.1511,-100.9761
2002-02-05 23:30:00,San Luis Potosi,San Luis Potosí,Mexico,Disk,"Aparecio un objeto extraño a las afueras de la ciudad, el OVNI media al rededor de 300 m de longitud era una cosa enorme y a tan larga",https://nuforc.org/sighting/?id=21655,22.1511,-100.9761
1998-09-15 21:00:00,San Luis Potosi,San Luis Potosí,Mexico,Disk,"Craft was approaching, it accelerated very fast, stopped and changed direction several times.",https://nuforc.org/sighting/?id=54416,22.1511,-100.9761
1992-09-12 23:30:00,San Luis Potosi,San Luis Potosí,Mexico,Disk,"3 luminous objects, after being suspended in space, vanished at high speed, northbound.  Seen by two witnesses.",https://nuforc.org/sighting/?id=36337,22.1511,-100.9761
2010-11-15 10:42:00,Tampico,Tamaulipas,Mexico,Disk,"UFO picture taken over the Tamesi River in Tampico, Mexico",https://nuforc.org/sighting/?id=78698,22.2553,-97.8686
1994-12-04 11:00:00,Tampico,Tamaulipas,Mexico,Formation,"flotilla de ovnis tomada en video en Diciembre de 1994 en Tampico, Tamaulipas. Mexico.",https://nuforc.org/sighting/?id=38096,22.2553,-97.8686
2010-11-02 18:50:00,Morelia,Michoacán,Mexico,Light,Strange lights in Morelia Mexico,https://nuforc.org/sighting/?id=78625,19.7683,-101.1894
2010-10-29 20:20:00,Morelia,Michoacán,Mexico,Orb,Huge blue lights over Morelia Mexico,https://nuforc.org/sighting/?id=78628,19.7683,-101.1894
2010-10-29 20:20:00,Morelia,Michoacán,Mexico,Light,"Amendment to prior form from Morelia, Mexico",https://nuforc.org/sighting/?id=78555,19.7683,-101.1894
1984-07-01 07:00:00,Morelia,Michoacán,Mexico,Sphere,Orange spheres close to homes in Mexico.,https://nuforc.org/sighting/?id=26888,19.7683,-101.1894
2010-05-07 21:45:00,San Felipe,Guanajuato,Mexico,Light,Huge Bright White Light Flash in Desert Baja Sky,https://nuforc.org/sighting/?id=77581,21.4833,-101.2167
2010-05-07 21:45:00,San Felipe,Guanajuato,Mexico,Light,Huge Bright White Light Flash in Desert Baja Sky,https://nuforc.org/sighting/?id=77581,31.0275,-114.8353
2006-04-22 00:00:00,San Felipe,Guanajuato,Mexico,Disk,We were out looking at huge saquaro catus and taking pictures. When we got home and were looking at the pictures on T.V we noticed a si,https://nuforc.org/sighting/?id=48975,21.4833,-101.2167
2006-04-22 00:00:00,San Felipe,Guanajuato,Mexico,Disk,We were out looking at huge saquaro catus and taking pictures. When we got home and were looking at the pictures on T.V we noticed a si,https://nuforc.org/sighting/?id=48975,31.0275,-114.8353
2005-07-25 21:00:00,San Felipe,Guanajuato,Mexico,Disk,UFO followed my truck.,https://nuforc.org/sighting/?id=81132,21.4833,-101.2167
2005-07-25 21:00:00,San Felipe,Guanajuato,Mexico,Disk,UFO followed my truck.,https://nuforc.org/sighting/?id=81132,31.0275,-114.8353
2002-07-17 22:00:00,San Felipe,Guanajuato,Mexico,Cylinder,there are objects in the baja area not yet identified!!!!!!!!,https://nuforc.org/sighting/?id=177021,21.4833,-101.2167
2002-07-17 22:00:00,San Felipe,Guanajuato,Mexico,Cylinder,there are objects in the baja area not yet identified!!!!!!!!,https://nuforc.org/sighting/?id=177021,31.0275,-114.8353
2001-04-25 19:00:00,San Felipe,Guanajuato,Mexico,Cylinder,"Bright light following cylindrical nose, near ground, moving linearly southward without noise or trail.",https://nuforc.org/sighting/?id=16479,21.4833,-101.2167
2001-04-25 19:00:00,San Felipe,Guanajuato,Mexico,Cylinder,"Bright light following cylindrical nose, near ground, moving linearly southward without noise or trail.",https://nuforc.org/sighting/?id=16479,31.0275,-114.8353
2000-04-27 21:00:00,San Felipe,Guanajuato,Mexico,Unknown,Something in the night sky!,https://nuforc.org/sighting/?id=36845,21.4833,-101.2167
2000-04-27 21:00:00,San Felipe,Guanajuato,Mexico,Unknown,Something in the night sky!,https://nuforc.org/sighting/?id=36845,31.0275,-114.8353
1999-06-14 22:30:00,San Felipe,Guanajuato,Mexico,Light,Two lights darting in a zig zag patern. Another flashing craft moving with other lights.,https://nuforc.org/sighting/?id=13983,21.4833,-101.2167
1999-06-14 22:30:00,San Felipe,Guanajuato,Mexico,Light,Two lights darting in a zig zag patern. Another flashing craft moving with other lights.,https://nuforc.org/sighting/?id=13983,31.0275,-114.8353
1996-03-15 03:00:00,San Felipe,Guanajuato,Mexico,Diamond,"While traveling to San Felipe for a fishing trip Three Immigration Inspectors and myself a Customs Inspector spotted a ""diamond"" to the",https://nuforc.org/sighting/?id=79917,21.4833,-101.2167
1996-03-15 03:00:00,San Felipe,Guanajuato,Mexico,Diamond,"While traveling to San Felipe for a fishing trip Three Immigration Inspectors and myself a Customs Inspector spotted a ""diamond"" to the",https://nuforc.org/sighting/?id=79917,31.0275,-114.8353
2010-01-01 19:00:00,Jilotepec,México,Mexico,Diamond,AVISTAMIENTO DE OVNI SOBRE MEXICO.,https://nuforc.org/sighting/?id=71613,19.9519,-99.5328
2010-01-01 19:00:00,Jilotepec,México,Mexico,Diamond,AVISTAMIENTO DE OVNI SOBRE MEXICO.,https://nuforc.org/sighting/?id=71613,19.6097,-96.9511
2009-08-11 20:36:00,Xalapa,Veracruz,Mexico,Other,Lighted circular craft flying over power plant in Mexico.,https://nuforc.org/sighting/?id=78630,19.54,-96.9275
2009-03-07 19:50:00,Hermosillo,Sonora,Mexico,Light,I have captured a strange light when I took a photo from the moon in N Mexico.  ((NUFORC Note:  Lens flare??  PD)),https://nuforc.org/sighting/?id=69411,29.0989,-110.9542
2006-11-18 10:30:00,Hermosillo,Sonora,Mexico,Disk,"Disc-Shaped Object seen on Hermosillo-Obregon City, Sonora, Mexico Highway",https://nuforc.org/sighting/?id=53029,29.0989,-110.9542
1997-08-23 22:00:00,Hermosillo,Sonora,Mexico,Other,"A white boomerrang spaceship decloaked (six blocks away), then like, warp speed away.(Star Trek stlye).",https://nuforc.org/sighting/?id=1976,29.0989,-110.9542
2008-12-19 22:25:00,Mexicali,Baja California,Mexico,Triangle,triangular shaped 3 lights incredible from north to south low to very high altitude aircraft event about 1 min. long.,https://nuforc.org/sighting/?id=102891,32.6633,-115.4678
2006-12-01 22:00:00,Mexicali,Baja California,Mexico,Circle,flying multicolor rotating circle very fast and akward movements once entering U.S. airspace.,https://nuforc.org/sighting/?id=54053,32.6633,-115.4678
1994-09-15 10:00:00,Mexicali,Baja California,Mexico,Oval,"I seen one objet upper the Sierra cucapah (Cucapah mountains)the form of this objet: ovoid and gold color, this objet disappears when i",https://nuforc.org/sighting/?id=51063,32.6633,-115.4678
2008-10-06 20:00:00,Cuernavaca,Morelos,Mexico,Flash,"Two star-like objects sighted in Cuernavaca, Mexico, one flashed and then both disappeared.",https://nuforc.org/sighting/?id=66036,18.9186,-99.2342
2008-08-31 17:00:00,Cuernavaca,Morelos,Mexico,Cylinder,Cane shaped object spinning slowly,https://nuforc.org/sighting/?id=65466,18.9186,-99.2342
2005-04-28 21:00:00,Cuernavaca,Morelos,Mexico,Orb,"Bright Red-Orange-White Ball of Light in Cuernavaca, Mexico",https://nuforc.org/sighting/?id=61623,18.9186,-99.2342
2002-04-20 11:00:00,Cuernavaca,Morelos,Mexico,Oval,Sighting of Motherships retrieving aproximately 50 other smaller ships.,https://nuforc.org/sighting/?id=22508,18.9186,-99.2342
2008-09-30 13:52:00,Tlaltenango de Sanchez Roman,Zacatecas,Mexico,Oval,"((HOAX))  UFO ON THE MIDDLE OF ZACATECAS, MEXICO",https://nuforc.org/sighting/?id=65488,21.7815,-103.3059
2000-12-25 00:00:00,Tlaltenango de Sanchez Roman,Zacatecas,Mexico,Light,Bright light on and off for about an hour,https://nuforc.org/sighting/?id=13226,21.7815,-103.3059
2008-02-09 14:08:00,San Martin Texmelucan de Labastida,Puebla,Mexico,Oval,"UFO over San Carlos, Sonora, Mexico.  ((NUFORC Note:  Lens flares.  PD))",https://nuforc.org/sighting/?id=61496,19.2833,-98.4333
1993-03-08 21:35:00,San Martin Texmelucan de Labastida,Puebla,Mexico,Disk,"San Antonio del Mar, Baja California 5 miles north of Rosarito Beach Monday, March 8, 1993, 9:35 p.m.

 Bright moonlit night",https://nuforc.org/sighting/?id=129350,19.2833,-98.4333
1993-03-08 19:35:00,San Martin Texmelucan de Labastida,Puebla,Mexico,Disk,Bright moonlit night with low fog on horizon No aircraft or boats off the coast of Baja California Bright lights appear at about 30 to,https://nuforc.org/sighting/?id=39904,19.2833,-98.4333
2008-01-18 20:00:00,Nuevo Laredo,Tamaulipas,Mexico,Fireball,bright ball seen in the northern sky traveling south from Nuevo Leon Mexico,https://nuforc.org/sighting/?id=66068,27.4861,-99.5069
2005-08-27 10:00:00,Nuevo Laredo,Tamaulipas,Mexico,Light,"A half hour ago, I and others have seen a very bright ""star"" moving from northest to southwest altmost on the cenit (70 to 90°)with a v",https://nuforc.org/sighting/?id=45645,27.4861,-99.5069
2004-10-11 10:00:00,Nuevo Laredo,Tamaulipas,Mexico,Light,"While I was driving I stopped at a traffic light and when I turned to wait for the green light, I saw 11 bright lights in the sky",https://nuforc.org/sighting/?id=70149,27.4861,-99.5069
